Done with benching. Current timestamp: 2017-06-22 08:55:44.686
QUERY290, 8769, 80375750, 2017-06-21 15:00:19.676, 2020388, OK
QUERY291, 13243, 128191030, 2017-06-21 14:56:05.018, 1765730, OK
QUERY292, 37123, 275229228, 2017-06-21 14:43:01.061, 981773, OK
QUERY293, 23273, 175967570, 2017-06-21 14:51:50.577, 1511289, OK
QUERY294, 33202, 262781446, 2017-06-21 14:44:03.352, 1044064, OK
QUERY295, 35030, 366250644, 2017-06-21 14:35:24.665, 525377, OK
QUERY296, 10507, 99780494, 2017-06-21 14:58:36.267, 1916979, OK
QUERY297, 8593, 79882477, 2017-06-21 15:00:22.316, 2023028, OK
QUERY298, 47502, 435731893, 2017-06-21 14:29:36.565, 177277, OK
QUERY299, 31329, 217750701, 2017-06-21 14:47:48.753, 1269465, OK
QUERY300, 4779, 47314370, 2017-06-21 15:03:16.241, 2196953, OK
QUERY301, 30591, 271557277, 2017-06-21 14:43:19.429, 1000141, OK
QUERY302, 52295, 454418328, 2017-06-21 14:28:04.150, 84862, OK
QUERY303, 18393, 150412331, 2017-06-21 14:54:06.480, 1647192, OK
QUERY304, 32691, 249049774, 2017-06-21 14:45:12.029, 1112741, OK
QUERY305, 53670, 449105724, 2017-06-21 14:28:30.573, 111285, OK
QUERY306, 40792, 318498942, 2017-06-21 14:39:24.582, 765294, OK
QUERY307, 29546, 215072787, 2017-06-21 14:48:02.158, 1282870, OK
QUERY308, 12440, 108110723, 2017-06-21 14:57:51.943, 1872655, OK
QUERY309, 32763, 263323477, 2017-06-21 14:44:00.631, 1041343, OK
QUERY310, 15698, 109100574, 2017-06-21 14:57:46.680, 1867392, OK
QUERY311, 50823, 368570787, 2017-06-21 14:35:12.972, 513684, OK
QUERY312, 27471, 191271440, 2017-06-21 14:50:01.720, 1402432, OK
QUERY313, 84886, 451835177, 2017-06-21 14:28:16.992, 97704, OK
QUERY314, 64235, 456517895, 2017-06-21 14:27:53.741, 74453, OK
QUERY315, 63363, 462272802, 2017-06-21 14:27:26.724, 47436, OK
QUERY316, 53530, 435078542, 2017-06-21 14:29:39.819, 180531, OK
QUERY317, 10605, 93722944, 2017-06-21 14:59:08.497, 1949209, OK
QUERY318, 56262, 470373333, 2017-06-21 14:26:47.875, 8587, OK
QUERY319, 39608, 360738770, 2017-06-21 14:35:52.473, 553185, OK
QUERY320, 32187, 278537018, 2017-06-21 14:42:44.510, 965222, OK
QUERY321, 20770, 207472364, 2017-06-21 14:48:40.229, 1320941, OK
QUERY322, 33048, 369526858, 2017-06-21 14:35:08.156, 508868, OK
QUERY323, 21501, 237419163, 2017-06-21 14:46:10.228, 1170940, OK
QUERY324, 1545, 10883651, 2017-06-21 15:06:30.872, 2391584, OK
